doc_type	doc_id	num	date_str	description	url_metadata	lang	decision_details_title	decision_details_body
lk_cabinet_decisions	2026-07-13-009-en	9	2026-07-13	Appointment to the Post of Director General of the Department of Government Factory	https://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=16&Itemid=49&lang=en&dID=14064	en	Press briefing of Cabinet Decision taken on 2026-07-13 (Subject to Confirmation at the next Meeting)	- The post of Director General of the Department of Government Factory has fallen vacant since 2026-07-09 following the retirement of                                               Mr. A. Wijesinghe, who served as the Director General of the said Post. The proposal made by the Minister of Housing, Construction and Water Supply to appoint Eng. S.N.B.M. Padmasiri, Special Grade Officer of the Sri Lanka Engineering Service, who is presently serving as the Additional Director General of the Department of Government Factory, to the post of Director General of the Department of Government Factories, with immediate effect, was approved by the Cabinet.
lk_cabinet_decisions	2026-07-13-008-en	8	2026-07-13	Establishment of a Centralized Zero-Waste Biomass Cinnamon Processing Centre as a Joint Project of the Industrial Technology Institute, University of Ruhuna and the Ministry of Science and Technology	https://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=16&Itemid=49&lang=en&dID=14063	en	Press briefing of Cabinet Decision taken on 2026-07-13 (Subject to Confirmation at the next Meeting)	- The Cinnamon Industry in Sri Lanka, which is centred on small-scale growers in the Matara and Galle districts, continues to face a number of common challenges such as high processing costs, hygiene standards and minimal use of biomass waste. As a solution to these constraints, the Industrial Technology Institute in collaboration with the University of Ruhuna and the Ministry of Science and Technology have planned to establish a modern Centralized Zero waste Biomass Cinnamon Processing Centre at the premises of the Faculty of Agriculture of the University of Ruhuna, Mapalana. The project is expected to be implemented as a four-phase development project spanning a period of 27 months. Accordingly, the proposal made by the Minister of Science and Technology to establish the proposed Centralized Biomass Zero Waste Cinnamon Processing Centre at the premises of the Mapalana Faculty of Agriculture of the University of Ruhuna as a joint project between the Ministry of Science and Technology, the Industrial Technology Institute and the University of Ruhuna, was approved by the Cabinet.
lk_cabinet_decisions	2026-07-13-007-en	7	2026-07-13	The Capacity Enhancement Project of the Departure Passenger Terminal at the Bandaranaike International Airport, Katunayake	https://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=16&Itemid=49&lang=en&dID=14062	en	Press briefing of Cabinet Decision taken on 2026-07-13 (Subject to Confirmation at the next Meeting)	- Approval has been granted at the Cabinet meeting held on 2025-02-09 to implement the procurement process for the construction of a new building for thirty six (36) check-in counters and six (06) new Satellite boarding Gates from the passenger terminal under the Infrastructure Development Project for Departing Passenger Capacity Enhancement at the Bandaranaike International Airport, Katunayake. Bids have been invited to select a suitable contractor for the purpose by following the International Competitive Procurement Procedure and three (03) bids have been received for the same. The proposal made by the Minister of Ports and Civil Aviation to award the said contract to M/s Maga Engineering (Pvt) Ltd., the substantially responsive lowest bidder, based on the recommendation submitted by the Standing High Level Procurement Committee after evaluation of the said bids, was approved by the Cabinet.
lk_cabinet_decisions	2026-07-13-006-en	6	2026-07-13	Awarding the Contract for the completion of the balance work of the Warakapola By Pass Road	https://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=16&Itemid=49&lang=en&dID=14061	en	Press briefing of Cabinet Decision taken on 2026-07-13 (Subject to Confirmation at the next Meeting)	- It is planned to complete the remaining construction works of the Warakapola Bypass road (Ch 0+000 to 2+320 km) using the funds allocated under the Widening and Improvement of National Highways Programme. Bids have been invited under the National Competitive Procurement Procedure to select a suitable contractor for the same, and six (06) bids have been received. Based on the recommendation submitted by the High-Level Procurement Committee following the evaluation of the said bids, the proposal made by the Minister of Transport, Highways and Urban Development to award the said contract to M/s Maga Engineering (Pvt) Ltd., substantially responsive lowest bidder, for a sum of Rs.4.99 billion (excluding VAT), was approved by the Cabinet.
lk_cabinet_decisions	2026-07-13-005-en	5	2026-07-13	Hosting the Fourth Meeting of the Ministers of Agriculture and the Meeting of the Senior Officials of the BIMSTEC in Sri Lanka	https://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=16&Itemid=49&lang=en&dID=14060	en	Press briefing of Cabinet Decision taken on 2026-07-13 (Subject to Confirmation at the next Meeting)	- The Bay of Bengal Initiative for Multi-Sectoral Technical and Economic Cooperation (BIMSTEC) is a regional organization comprising seven South Asian and East Asian countries namely Bangladesh, Bhutan, India, Myanmar, Nepal, Sri Lanka and Thailand. The primary objective of the said organization is to promote economic cooperation among the countries adjacent to the Bay of Bengal. Taking into consideration that agriculture is a primary source of employment in the BIMSTEC member countries and recognizing the importance of agriculture and its related sectors for sustainable development and regional food security, agriculture has been included as one of the areas of BIMSTEC cooperation. Under this, the BIMSTEC Meeting of Agriculture Ministers and the Meeting of Senior Officials are held every two years, and it has been proposed to hold its fourth meeting in Sri Lanka. Accordingly, the proposal submitted by the Minister of Agriculture, Livestock, Land and Irrigation to host the Fourth Meeting of the Ministers of Agriculture and Meeting of the Senior Officials of the BIMSTEC in Sri Lanka on 17th and 18th March 2027, was approved by the Cabinet.
lk_cabinet_decisions	2026-07-13-004-en	4	2026-07-13	National Livestock Policy	https://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=16&Itemid=49&lang=en&dID=14059	en	Press briefing of Cabinet Decision taken on 2026-07-13 (Subject to Confirmation at the next Meeting)	- It has been identified that the current National Livestock Policy, formulated in the year 2006, is required to be updated taking into account the challenges that have arisen in the field of food security and livestock development due to global and local social and economic transformations. Accordingly, the proposal made by the Minister of Agriculture, Livestock, Land and Irrigation to implement the National Livestock Policy, formulated by obtaining local expert advice and knowledge and covering areas such as private sector-led development, market-oriented competitive production, sustainable and environmental responsible development, support for small-scale farmers and rural livelihoods, and science and technology based development, was approved by the Cabinet.
lk_cabinet_decisions	2026-07-13-003-en	3	2026-07-13	Partnership for Energy Efficiency Building Programme	https://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=16&Itemid=49&lang=en&dID=14058	en	Press briefing of Cabinet Decision taken on 2026-07-13 (Subject to Confirmation at the next Meeting)	- It has been planned to implement a Partnership for Energy Efficiency Building Programme under a Financial Grant provided as per the original Agreement regarding technical co-operation between the Federal Republic of Germany and the Republic of Sri Lanka. The programme is scheduled to be implemented by the GIZ (Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH) of the Federal Republic of Germany and monitored by the Ministry of Energy and the Sustainable Energy Authority. The main objective of the programme is to support Sri Lanka in obtaining policies, institutional frameworks and technical assistance for the maintenance of energy-efficient and climate-resilient buildings. Accordingly, the proposal made by the Minister of Energy to sign an Agreement among the Ministry of Energy, the Department of External Resources and the Country Representative of GIZ to implement the said programme under a total Financial Grant of EUR 924,063 (approximately 314 million Sri Lankan Rupees), was approved by the Cabinet.
lk_cabinet_decisions	2026-07-13-002-en	2	2026-07-13	Implementation of the Rooftop Solar Aggregation and Virtual Net Metering Project	https://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=16&Itemid=49&lang=en&dID=14057	en	Press briefing of Cabinet Decision taken on 2026-07-13 (Subject to Confirmation at the next Meeting)	"- The ""the Rooftop Solar Aggregation and Virtual Net Metering Project"" has been identified as a priority project with the aim of improving small and medium-scale renewable energy projects by offering a streamlined solution for independent power producers to use and distribute the solar energy effectively. Approval has been granted at the Cabinet meeting held on 2025-11-03 to conduct negotiations with the Asian Development Bank and other relevant agencies regarding the financing of the said project. As per the said decision, negotiations with the Asian Development Bank, the European Union and the Japan Fund for the Joint Crediting Mechanism for obtaining relevant Loans and Grants have been concluded as of now. The proposal made by the Hon. President in his capacity as the Minister of Finance, Planning and Economic Development to enter into Loan and Grant Agreements with the Asian Development Bank to obtain a loan of US$ 35 million from the Concessional Ordinary Capital Resources of the ADB, a Grant of EUR 15.4 million from the European Union and a Grant of US$ 5.5 million from the Japan Fund for the Joint Crediting Mechanism, based on the agreement reached during the said discussions and subject to the terms and conditions of the Asian Development Bank loan, was approved by the Cabinet."
lk_cabinet_decisions	2026-07-13-001-en	1	2026-07-13	National Policy of Sri Lanka on Anti-Money Laundering, Countering the Financing of Terrorism and Counter Proliferation Financing for 2026-2030	https://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=16&Itemid=49&lang=en&dID=14056	en	Press briefing of Cabinet Decision taken on 2026-07-13 (Subject to Confirmation at the next Meeting)	"- Financial crimes such as Money Laundering, Terrorist Financing and Proliferation Financing of weapons of mass destruction pose serious threats to the Sri Lanka’s economy and the global financial system. With rapid technological advancements, financial transactions have become more sophisticated, and it has become a challenging task to identify and disrupt the methods used by criminals to hide the proceeds of crime. Therefore, the Financial Intelligence Unit of the Central Bank of Sri Lanka has conducted the third National Risk Assessment of Sri Lanka on Financial Crimes for the period 2024/25 in accordance with the standards set by the Financial Action Task Force, an intergovernmental policy-making body dealing with financial crimes. In order to manage the risks identified in the said National Risk Assessment, the ""National Policy of Sri Lanka on Anti-Money Laundering, Countering the Financing of Terrorism and Counter Proliferation Financing for 2026-2030"" has been prepared. Accordingly, the proposal made by the Hon. President in his capacity as the Minister of Finance, Planning and Economic Development to implement the said National Policy during the period 2026-2030, was approved by the Cabinet."
lk_cabinet_decisions	2026-07-06-010-en	10	2026-07-06	Committee Stage amendments to the Financial Transactions Reporting (Amendment) Bill and the Prevention of Money Laundering (Amendment) Bill	https://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=16&Itemid=49&lang=en&dID=14054	en	Press briefing of Cabinet Decision taken on 2026-07-06 (Subject to Confirmation at the next Meeting)	- Cabinet approval has been granted on 2026-02-09 to publish the Financial Transactions Reporting (Amendment) Bill and the Prevention of Money Laundering (Amendment) Bill in the Government Gazette and thereafter submit the same to Parliament. The Legal Draftsman has drafted amendments proposed to be introduced at the Committee Stage of the said Bills in Parliament, incorporating the decisions of the Supreme Court pertaining to the cases filled challenging the said Amendment Bills and several essential amendments identified. The clearance of the Attorney General has been received for the said new amendments. Accordingly, the proposal made by the Hon. President in his capacity as the Minister of Finance, Planning and Economic Development to present the said amendments at the Committee Stage of the said Bills in Parliament, was approved by the Cabinet.
